iter	Logloss
113	0.5850479736
114	0.5849032593
115	0.5847608032
116	0.5846251221
117	0.5844252319
118	0.584161438
119	0.584013916
120	0.5837901001
121	0.5836820679
122	0.5834995728
123	0.5834039917
124	0.5831883545
125	0.5830455933
126	0.582977417
127	0.5828366699
128	0.5827754517
129	0.5825275269
130	0.5824459229
131	0.5823931885
132	0.5822735596
133	0.5820880737
134	0.5819331055
135	0.5818748169
136	0.5817379761
137	0.5816876221
138	0.5816509399
139	0.581409729
140	0.5812323608
141	0.5811016846
142	0.5809546509
143	0.580878479
144	0.5807821655
145	0.5806453857
146	0.5805214844
147	0.5802940063
148	0.5802191772
149	0.5800492554
150	0.5799833984
151	0.5798045044
152	0.5797059326
153	0.5795957642
154	0.5794083862
155	0.5793560791
156	0.5792471313
157	0.579111084
158	0.5789447021
159	0.5788669434
160	0.5786978149
161	0.5786455688
162	0.5785619507
163	0.5784675293
164	0.5783349609
165	0.5782077026
166	0.578128418
167	0.5779261475
168	0.5777820435
169	0.5776574707
170	0.5776165161
171	0.5773755493
172	0.5773439331
173	0.5772409668
174	0.577069519
175	0.5769315186
176	0.5767902222
177	0.5767062988
178	0.5765402222
179	0.5765039063
180	0.5764515991
181	0.5763363037
182	0.5762213745
183	0.5760502319
184	0.5760264282
185	0.5759885254
186	0.5759255371
187	0.5758277588
188	0.5757683105
189	0.5756757202
190	0.5754879761
191	0.5753830566
192	0.5752744141
193	0.5751987915
194	0.5750963745
195	0.5750409546
196	0.5749494629
197	0.5748838501
198	0.574791748
199	0.5747112427
200	0.574678772
201	0.5745687256
202	0.5745390015
203	0.5743893433
204	0.5743639526
205	0.574300293
206	0.5742641602
207	0.5741717529
208	0.574050415
209	0.5739293823
210	0.5738945923
211	0.5738504639
212	0.5737567139
213	0.5736463013
214	0.5736157227
215	0.5735523071
216	0.573460083
217	0.5732712402
218	0.5732038574
219	0.5731702881
220	0.5730818481
221	0.5730385132
222	0.572984375
223	0.5729268188
224	0.5728518677
225	0.5728010864
226	0.572637085
227	0.5725702515
228	0.5725365601
229	0.5724100952
230	0.5723616333
231	0.5722885742
232	0.5721994019
233	0.5721497803
234	0.5721137085
235	0.5720126953
236	0.5719813232
237	0.5718807983
238	0.5718114014
239	0.5716401978
240	0.5716057739
241	0.5715540161
242	0.5715170898
243	0.5714984741
244	0.571446167
245	0.5714188843
246	0.5713268433
247	0.5712432251
248	0.5711353149
249	0.57103125
250	0.5710180054
251	0.5708335571
252	0.5707418213
253	0.5706323242
254	0.5705667114
255	0.5704898682
256	0.5704271851
257	0.5703325195
258	0.570237793
259	0.57012146
260	0.5699276733
261	0.5698048096
262	0.5697335815
263	0.5696328735
264	0.5695234375
265	0.5694314575
266	0.5693627319
267	0.5692205811
268	0.5690965576
269	0.5690797119
270	0.5690615234
271	0.5690444946
272	0.5690307617
273	0.5690003662
274	0.5689162598
275	0.5689001465
276	0.5687037964
277	0.5686174316
278	0.5685941772
279	0.5685560913
280	0.5684916382
281	0.5683867188
282	0.5682414551
283	0.5681331787
284	0.5680552979
285	0.5680163574
286	0.5679429321
287	0.5679209595
288	0.5678074951
289	0.5677528687
290	0.5676373901
291	0.5675615234
292	0.5675275879
293	0.5674393311
294	0.5673999023
295	0.5673693848
296	0.5673392944
297	0.5673127441
298	0.5671556396
299	0.56709375
300	0.5670584717
301	0.5670142212
302	0.5668925781
303	0.5668233032
304	0.5667450562
305	0.5667113647
306	0.5666081543
307	0.5665184326
308	0.5665150146
309	0.5664459839
310	0.5664005127
311	0.5663742676
312	0.5662731934
313	0.5661299438
314	0.5660684814
315	0.565991394
316	0.5659314575
317	0.5659099121
318	0.5658930664
319	0.5657593384
320	0.5656654053
321	0.5656325684
322	0.5655535278
323	0.5654839478
324	0.5654326782
325	0.5653561401
326	0.5653253174
327	0.5652468872
328	0.5651541748
329	0.5650199585
330	0.5650167847
331	0.5649049072
332	0.5648388062
333	0.5648027344
334	0.5647506104
335	0.564736084
336	0.5647034912
337	0.5646852417
338	0.5646362305
339	0.5645636597
340	0.5644910889
341	0.5643100586
342	0.5642371216
343	0.5641833496
344	0.5641172485
345	0.5640837402
346	0.5640574341
347	0.5639715576
348	0.5639223633
349	0.5638479614
350	0.5637763672
351	0.5637253418
352	0.5636925049
353	0.5636427002
354	0.5636234131
355	0.5635319824
356	0.5635232544
357	0.563437439
358	0.5634150391
359	0.563362854
360	0.563303833
361	0.5632610474
362	0.5632424316
363	0.5631761475
364	0.5630617676
365	0.5630151978
366	0.5629603271
367	0.5629014282
368	0.5628682861
369	0.5627730713
370	0.5627277222
371	0.5626547241
372	0.5626246948
373	0.5625103149
374	0.5624296265
375	0.5623286133
376	0.5622489014
377	0.5622001953
378	0.5621366577
379	0.5621040649
380	0.5620621948
381	0.5620371704
382	0.562013855
383	0.5619768066
384	0.5619656372
385	0.561899231
386	0.561821228
387	0.5618057251
388	0.5618046265
389	0.5617634277
390	0.561741272
391	0.5617163086
392	0.5617132568
393	0.5616870117
394	0.5616314697
395	0.5616009521
396	0.5615292358
397	0.5614567871
398	0.5613481445
399	0.5612666016
400	0.5612062378
401	0.561088501
402	0.5609660034
403	0.5608483887
404	0.5608217163
405	0.5607164307
406	0.5606737671
407	0.5605896606
408	0.5605761719
409	0.5605374146
410	0.5604889526
411	0.5604213257
412	0.5603863525
413	0.5603239746
414	0.5602042847
415	0.5601533813
416	0.5600560303
417	0.5600136719
418	0.5599588013
419	0.5598677368
420	0.5598453369
421	0.5597982178
422	0.5597449951
423	0.5596845093
424	0.5596389771
425	0.5596034546
426	0.5595008545
427	0.5594955444
428	0.5594520874
429	0.5594169312
430	0.5593804321
431	0.5593146362
432	0.5592902832
433	0.5592128906
434	0.5591547241
435	0.5591240234
436	0.5590256958
437	0.5589972534
438	0.5589008789
439	0.558796875
440	0.5587208862
441	0.5586882935
442	0.558611084
443	0.5585528564
444	0.5585507813
445	0.5584833374
446	0.5584099731
447	0.5583240967
448	0.5582132568
449	0.558206604
450	0.5581872559
451	0.5581192017
452	0.5581067505
453	0.5580340576
454	0.5579924927
455	0.5579793701
456	0.5579296265
457	0.5579078369
458	0.5578235474
459	0.5576936646
460	0.5576765137
461	0.5575856934
462	0.5575779419
463	0.5574793091
464	0.5574457397
465	0.5574153442
466	0.5573669434
467	0.5573622437
468	0.5573511353
469	0.5573226318
470	0.5573162231
471	0.5572739258
472	0.5571945801
473	0.5571332397
474	0.5571326294
475	0.5570987549
476	0.557041626
477	0.5569959717
478	0.5569178467
479	0.5568904419
480	0.5568530884
481	0.5568184814
482	0.5567914429
483	0.5567574463
484	0.556720459
485	0.5566782227
486	0.5566769409
487	0.5566431274
488	0.5566314697
489	0.5566133423
490	0.5566107178
491	0.5565393677
492	0.556475647
493	0.5564682617
494	0.5563880615
495	0.556352417
496	0.5563356934
497	0.5562766113
498	0.5562327271
499	0.556171936
500	0.5561516724
501	0.5560923462
502	0.5560748291
503	0.5559655762
504	0.5559182739
505	0.5558686523
506	0.5558485107
507	0.5558311157
508	0.5557263184
509	0.5556763916
510	0.5556073608
511	0.5555631714
512	0.5555140381
513	0.5554587402
514	0.5554072266
515	0.5553729248
516	0.5553413696
517	0.5552693481
518	0.5552149658
519	0.5551557007
520	0.5551322632
521	0.555111145
522	0.5550842896
523	0.555052002
524	0.5550187988
525	0.5549983521
526	0.5549191284
527	0.5548634644
528	0.5548397217
529	0.5547979126
530	0.5547335205
531	0.5546807861
532	0.5546766357
533	0.5546611938
534	0.5546135254
535	0.5545804443
536	0.5545459595
537	0.5545413208
538	0.5544660034
539	0.5544202271
540	0.5543718262
541	0.5542941895
542	0.5542478027
543	0.5542022705
544	0.5541851196
545	0.5541278076
546	0.5540964966
547	0.5540639648
548	0.5540239258
549	0.5540144653
550	0.554005249
551	0.5539428711
552	0.5539156494
553	0.5538796387
554	0.5538536377
555	0.553817688
556	0.5537716675
557	0.5537130127
558	0.5536467285
559	0.5536102905
560	0.5536072998
561	0.5536011353
562	0.553546875
563	0.5534959717
564	0.5534558716
565	0.5534337158
566	0.5534083862
567	0.5533789062
568	0.5532980347
569	0.5532858887
570	0.5532266846
571	0.5531956787
572	0.5531212769
573	0.5530845947
574	0.5529969482
575	0.5529735107
576	0.5529194946
577	0.5529004517
578	0.5528740845
579	0.5528070068
580	0.5527836304
581	0.5527659912
582	0.5527467651
583	0.552711731
584	0.5526831665
585	0.5526104126
586	0.5525970459
587	0.5525805054
588	0.5524785156
589	0.5524641113
590	0.5524459839
591	0.5523986206
592	0.5523833008
593	0.5523776245
594	0.5523478394
595	0.5523096924
596	0.5522800293
597	0.5522236938
598	0.552208252
599	0.5521410522
600	0.5520826416
601	0.5520299683
602	0.5520175171
603	0.5519442749
604	0.5519197388
605	0.5519026489
606	0.551894104
607	0.5518406982
608	0.5518162842
609	0.5517766113
610	0.5517025757
611	0.5516518555
612	0.5516293335
613	0.5515783081
614	0.5515596924
615	0.5515183716
616	0.5514902344
617	0.5514103394
618	0.5513421021
619	0.5512678223
620	0.5512133179
621	0.5511914062
622	0.5511779785
623	0.551142334
624	0.5510939941
625	0.5510861816
626	0.551059082
627	0.5510215454
628	0.5509997559
629	0.5509890747
630	0.55097052
631	0.5509577026
632	0.5509238892
633	0.550921936
634	0.5508911133
635	0.5508468628
636	0.5508325806
637	0.5508095703
638	0.5507911377
639	0.5507596436
640	0.5507310791
641	0.5506494141
642	0.5505755615
643	0.5505612793
644	0.5505317993
645	0.550524292
646	0.5505066528
647	0.550475708
648	0.5503991699
649	0.550329895
650	0.5503048706
651	0.5502608032
652	0.5502180786
653	0.5501694946
654	0.5501445923
655	0.5501132813
656	0.5500476074
657	0.5500108643
658	0.5500081177
659	0.5499651489
660	0.5499603882
661	0.5499317017
662	0.5499061279
663	0.549871521
664	0.5498551636
665	0.5498535156
666	0.5498527222
667	0.5498516235
668	0.5498313599
669	0.5498155518
670	0.5497816162
671	0.5497609253
672	0.5497191162
673	0.5496575317
674	0.5496542969
675	0.5495688477
676	0.5495421143
677	0.5495128174
678	0.5494847412
679	0.5494735718
680	0.5494442749
681	0.5494239502
682	0.5494044189
683	0.549402771
684	0.5493847046
685	0.5493416138
686	0.5492949829
687	0.5492921753
688	0.5492529297
689	0.5492511597
690	0.5492296143
691	0.5492062988
692	0.5491818848
693	0.5491593628
694	0.5490981445
695	0.5490714722
696	0.5490343628
697	0.5489539795
698	0.5489232178
699	0.548907959
700	0.5488883667
701	0.5488704224
702	0.548857605
703	0.5488425903
704	0.5488134155
705	0.5487922363
706	0.5487496948
707	0.5487374268
708	0.5487069092
709	0.5486967163
710	0.5486930542
711	0.5486516113
712	0.5486148682
713	0.5485975342
714	0.5485565186
715	0.5485459595
716	0.5485437622
717	0.5485112915
718	0.5484802246
719	0.5484432983
720	0.5484420776
721	0.5483773193
722	0.5483622437
723	0.5483309937
724	0.548322937
725	0.5483043823
726	0.5482598877
727	0.5482160034
728	0.5482076416
729	0.5481863403
730	0.548168396
731	0.5481572266
732	0.5480861816
733	0.5480830688
734	0.5480603638
735	0.5480081177
736	0.5480058594
737	0.5479885864
738	0.5479841919
739	0.547904541
740	0.5478602295
741	0.5478432617
742	0.5477573242
743	0.5476878052
744	0.5476451416
745	0.5476430054
746	0.5475664673
747	0.5475651245
748	0.5475554199
749	0.5475048218
750	0.5475039063
751	0.5475020142
752	0.5474798584
753	0.5474547729
754	0.5474205322
755	0.5474168701
756	0.5473912964
757	0.5473450928
758	0.547289978
759	0.5472538452
760	0.5472036743
761	0.5470932617
762	0.5470067139
763	0.5469793701
764	0.546907959
765	0.5468694458
766	0.5468675537
767	0.5468132324
768	0.5468101196
769	0.5467622681
770	0.546732666
771	0.5466981201
772	0.5466776123
773	0.5466655884
774	0.5466375732
775	0.5466372681
776	0.5465970459
777	0.5465939941
778	0.5465824585
779	0.5465234375
780	0.5465011597
781	0.5464992676
782	0.5464909058
783	0.5464667358
784	0.5464535522
785	0.5464518433
786	0.5463839111
787	0.546382019
788	0.5463518677
789	0.5463311768
790	0.5463093872
791	0.5462932739
792	0.5462537842
793	0.5462463989
794	0.5462157593
795	0.5461641235
796	0.5461513672
797	0.5461152344
798	0.5461106567
799	0.5460383911
800	0.5460170898
801	0.5459919434
802	0.5459546509
803	0.5459457397
804	0.5459109497
805	0.5458572998
806	0.5458283081
807	0.5457979126
808	0.5457854614
809	0.5457047119
810	0.5456928101
811	0.545666687
812	0.545609375
813	0.5456011963
814	0.5455715332
815	0.545571106
816	0.545555481
817	0.5455230103
818	0.5454953003
819	0.5454796753
820	0.5454594116
821	0.5454306641
822	0.5454117432
823	0.5453471069
824	0.5452937622
825	0.5452714844
826	0.5452406006
827	0.5452047119
828	0.5451813965
829	0.5451668091
830	0.5450976562
831	0.5450787354
832	0.545076416
833	0.5450562134
834	0.5450548706
835	0.545031311
836	0.5449879761
837	0.5449804687
838	0.5449003906
839	0.5448986816
840	0.5448521118
841	0.5448269653
842	0.5448262329
843	0.544786377
844	0.5447599487
845	0.5447163696
846	0.5447161865
847	0.5446742554
848	0.5446368408
849	0.5446353149
850	0.5446035767
851	0.5445731812
852	0.5445175171
853	0.5444772949
854	0.5444760742
855	0.5444694214
856	0.5444353027
857	0.5444075317
858	0.5444068604
859	0.5443872681
860	0.544387085
861	0.5443496704
862	0.5443486328
863	0.544319458
864	0.5443023682
865	0.5442929687
866	0.5442901001
867	0.5442657471
868	0.544262146
869	0.5442038574
870	0.5442027588
871	0.5441761475
872	0.5441629028
873	0.5440995483
874	0.5440988159
875	0.5440819702
876	0.5440686035
877	0.54405896
878	0.5440094604
879	0.5439880371
880	0.5439456177
881	0.5439213867
882	0.5438439941
883	0.5437852783
884	0.5437740479
885	0.5437684937
886	0.5437502441
887	0.5437036133
888	0.5436777344
889	0.5436481934
890	0.5436057129
891	0.5435517578
892	0.5435505981
893	0.5435216675
894	0.5434742432
895	0.5434163208
896	0.5434090576
897	0.5433432007
898	0.5433053589
899	0.5432709351
900	0.5432532959
901	0.5432320557
902	0.5431473999
903	0.543137085
904	0.5431061401
905	0.5431040039
906	0.543092041
907	0.5430843506
908	0.5430611572
909	0.5430595703
910	0.5430241089
911	0.5429760132
912	0.5429749756
913	0.5429616089
914	0.5429246216
915	0.5429112549
916	0.542897522
917	0.5428139648
918	0.5427700806
919	0.5427614136
920	0.5427139282
921	0.5426760254
922	0.5426531982
923	0.5426521606
924	0.5426292114
925	0.5425747681
926	0.5425239258
927	0.5424786377
928	0.5424752197
929	0.5424674683
930	0.5424251709
931	0.5424051514
932	0.5423624268
933	0.5422906494
934	0.5422822266
935	0.5422709961
936	0.5422537842
937	0.5422025146
938	0.5421904297
939	0.5421781006
940	0.5421212769
941	0.5420939941
942	0.5420840454
943	0.5420179443
944	0.5419993286
945	0.5419844971
946	0.5419512939
947	0.5419225464
948	0.5418822021
949	0.5418754883
950	0.541868042
951	0.5418629761
952	0.5418475342
953	0.541836853
954	0.5418319702
955	0.5418227539
956	0.5417957153
957	0.541744873
958	0.5417362671
959	0.5417050781
960	0.5416588745
961	0.5416386719
962	0.5416066895
963	0.5415906982
964	0.5415476074
965	0.5414909668
966	0.5414684448
967	0.541428894
968	0.5413857422
969	0.5413848267
970	0.5413627319
971	0.5413475342
972	0.5413015747
973	0.5412799072
974	0.5412496948
975	0.5412019043
976	0.5411875
977	0.5411829834
978	0.5411298218
979	0.5411157837
980	0.5410880127
981	0.5410565186
982	0.541055481
983	0.5410112305
984	0.5409857788
985	0.5409666138
986	0.5409500122
987	0.5409094238
988	0.5408963013
989	0.5408666992
990	0.5408533936
991	0.5408022461
992	0.5407731323
993	0.5407410889
994	0.5407318115
995	0.5407125854
996	0.5406999512
997	0.5406678467
998	0.5406310425
999	0.5406234131
