iter	Logloss
634	0.1766300659
635	0.1766280212
636	0.1766240234
637	0.1766229248
638	0.1766181641
639	0.1766179352
640	0.1765328064
641	0.1764119568
642	0.1763933105
643	0.1762569885
644	0.1762501831
645	0.1762490845
646	0.1762488861
647	0.17624823
648	0.1762431641
649	0.1762425995
650	0.1762382202
651	0.1762372437
652	0.1762341766
653	0.1762158508
654	0.1762115173
655	0.1760814819
656	0.1760680237
657	0.1760652466
658	0.1760085144
659	0.1754679413
660	0.1751817169
661	0.1751774292
662	0.1751721497
663	0.1751628265
664	0.1751249695
665	0.1751241913
666	0.1751240997
667	0.1751079407
668	0.1751007385
669	0.1750995941
670	0.1750887451
671	0.1750769348
672	0.1750767212
673	0.1750753784
674	0.1750741272
675	0.1749721375
676	0.1749485016
677	0.1748379059
678	0.1748344116
679	0.1747471924
680	0.1742258911
681	0.1742169189
682	0.1738018188
683	0.1736646271
684	0.1736222076
685	0.1735887451
686	0.1731658478
687	0.1731604614
688	0.1729915924
689	0.1725640259
690	0.1725128174
691	0.1724953003
692	0.172472168
693	0.1724718933
694	0.1724633484
695	0.1721539459
696	0.171854187
697	0.1718493347
698	0.1718474731
699	0.1718395233
700	0.1718389587
701	0.1718384705
702	0.1718348694
703	0.1718103943
704	0.1718093262
705	0.1718071594
706	0.1717819519
707	0.171780365
708	0.1717801666
709	0.1716865692
710	0.1716748962
711	0.1709259644
712	0.1708745117
713	0.1708694458
714	0.1708559875
715	0.1708365021
716	0.1708350525
717	0.1707183075
718	0.1706874084
719	0.1705098267
720	0.1704997864
721	0.1703716278
722	0.1702776794
723	0.170215683
724	0.1702035675
725	0.170203537
726	0.1702034454
727	0.1702033691
728	0.1701738739
729	0.1701697388
730	0.170164505
731	0.1701642609
732	0.1701534271
733	0.1697857819
734	0.1697799683
735	0.1697293396
736	0.1695195465
737	0.1695104065
738	0.169505249
739	0.1693703003
740	0.1691408691
741	0.1691365509
742	0.1691347656
743	0.1691178284
744	0.1690749207
745	0.1689673767
746	0.1689663086
747	0.168960968
748	0.1689607086
749	0.1688267059
750	0.1688213196
751	0.1688206482
752	0.1688203125
753	0.1688195953
754	0.1688145752
755	0.1688145142
756	0.1687994995
757	0.1687988129
758	0.1687842102
759	0.1687597961
760	0.1687573242
761	0.1683312988
762	0.1683291016
763	0.1683230591
764	0.1683188782
765	0.1683151245
766	0.1683135376
767	0.1683124084
768	0.1683088226
769	0.1682999573
770	0.1681040497
771	0.1681031036
772	0.1680746307
773	0.168070343
774	0.1680606995
775	0.1678356628
776	0.1678341827
777	0.1678245544
778	0.1678236694
779	0.1678213501
780	0.1676510925
781	0.1676483307
782	0.1675706482
783	0.1675278931
784	0.1675218201
785	0.1675171509
786	0.1675163574
787	0.1671912537
788	0.1671897583
789	0.1671805267
790	0.1669867554
791	0.1669829559
792	0.166965332
793	0.1668401337
794	0.1668340149
795	0.1668245544
796	0.1667931519
797	0.1667836761
798	0.1667796631
799	0.1660909119
800	0.1660635223
801	0.1660591736
802	0.1660294037
803	0.1651501312
804	0.1648381042
805	0.1648262329
806	0.1648204803
807	0.164609375
808	0.1643355713
809	0.1642932129
810	0.1642866669
811	0.1642800293
812	0.1640311279
813	0.1640282593
814	0.1637813721
815	0.1637774963
816	0.1637736511
817	0.1637735901
818	0.1637601318
819	0.163594635
820	0.1635926056
821	0.1635849762
822	0.1635759125
823	0.1635615234
824	0.1635587158
825	0.1634546204
826	0.1634540558
827	0.1634485626
828	0.1634481964
829	0.1629240723
830	0.1629154205
831	0.1628971863
832	0.1628477173
833	0.162840271
834	0.1626656189
835	0.1626615448
836	0.1626565094
837	0.1626543732
838	0.1626527557
839	0.1626480255
840	0.1625723419
841	0.1625643921
842	0.161901123
843	0.1612371521
844	0.1612089233
845	0.1612060699
846	0.1611607971
847	0.1611586456
848	0.1611586304
849	0.161158371
850	0.1611542511
851	0.1607423859
852	0.1606109619
853	0.1605828552
854	0.1604429932
855	0.159973938
856	0.1599624634
857	0.1599602966
858	0.1599460449
859	0.1598883667
860	0.1598788147
861	0.1598414764
862	0.1598375244
863	0.1598369446
864	0.1598244324
865	0.1598143921
866	0.1598106537
867	0.1596142578
868	0.1595687256
869	0.1595671234
870	0.1595658264
871	0.1595657349
872	0.1595569916
873	0.1595440674
874	0.1595180664
875	0.158440918
876	0.1583868713
877	0.1583859711
878	0.1583859558
879	0.1583838196
880	0.1583692017
881	0.1583667145
882	0.1583647003
883	0.1583540955
884	0.1583466492
885	0.1582957764
886	0.1582937317
887	0.1582857056
888	0.158199646
889	0.1581909943
890	0.1581896362
891	0.1581875
892	0.1581873169
893	0.1581866913
894	0.1581433411
895	0.158116806
896	0.1581140137
897	0.1580708008
898	0.1580700836
899	0.1580688019
900	0.1578806458
901	0.157875412
902	0.1578640747
903	0.1578639526
904	0.1577773132
905	0.1577717285
906	0.1577709351
907	0.1568658447
908	0.1567600098
909	0.1567580261
910	0.1566437683
911	0.1566437225
912	0.1562063904
913	0.1560024109
914	0.1559906921
915	0.1559876709
916	0.155986618
917	0.1559593201
918	0.1559546814
919	0.1559533539
920	0.1559532318
921	0.1558141785
922	0.1558087921
923	0.1558032837
924	0.1558028564
925	0.1557982483
926	0.1557967377
927	0.1557949829
928	0.1557946472
929	0.1557920227
930	0.1557898865
931	0.1557848358
932	0.1557831268
933	0.15578302
934	0.1557010956
935	0.1556723328
936	0.1556685791
937	0.1556669006
938	0.1556639862
939	0.155653244
940	0.1552341614
941	0.155219574
942	0.155108429
943	0.155090271
944	0.1550899658
945	0.1550698853
946	0.154892868
947	0.1548827209
948	0.1548562012
949	0.1548526306
950	0.1548485718
951	0.1548477478
952	0.154802597
953	0.1548025055
954	0.1548024445
955	0.154722229
956	0.1547165833
957	0.1547160492
958	0.154714798
959	0.1547145081
960	0.1547142181
961	0.1544973297
962	0.153880188
963	0.153879364
964	0.1538731995
965	0.1538617249
966	0.1538591919
967	0.1538327026
968	0.1538321838
969	0.1537810364
970	0.1537810059
971	0.1537785645
972	0.1537257843
973	0.1537240601
974	0.1536731873
975	0.1536713867
976	0.1530870972
977	0.1530867767
978	0.1530652161
979	0.1530641479
980	0.1530641479
981	0.1530367126
982	0.1530349426
983	0.1530348511
984	0.1530116272
985	0.1530072632
986	0.1530051117
987	0.152546875
988	0.1525328522
989	0.1525326538
990	0.1523621216
991	0.1521614532
992	0.1519302673
993	0.1513432922
994	0.1513430939
995	0.1513413086
996	0.1513400574
997	0.1513368835
998	0.151336792
999	0.1512095184
